Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Profit Margin,Order Year,Order Month
391,CA-2017-101798,12-11-2017,,Standard Class,MV-18190,Mike Vittorini,Consumer,United States,New York City,New York,10009.00,East,TEC-AC-10001998,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,39.98,2.00,0.00%,13.59,34%,2017,11
392,US-2014-135972,,,Second Class,JG-15115,Jack Garza,Consumer,United States,Des Moines,Washington,98198.00,West,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,246.38,2.00,20.00%,27.72,11%,1900,1
393,US-2014-135972,,,Second Class,JG-15115,Jack Garza,Consumer,United States,Des Moines,Washington,98198.00,West,TEC-CO-10002313,Technology,Copiers,Canon PC1080F Personal Copier,1799.97,3.00,0.00%,701.99,39%,1900,1
394,US-2014-134971,06-07-2014,06-10-2014,Second Class,BP-11095,Bart Pistole,Corporate,United States,Peoria,Illinois,61604.00,Central,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,12.46,3.00,80.00%,-20.56,-165%,2014,7
395,CA-2017-102946,,07-05-2017,Standard Class,VP-21730,Victor Preis,Home Office,United States,Las Vegas,Nevada,89115.00,West,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders,75.79,3.00,20.00%,25.58,34%,1900,1
396,CA-2017-165603,,,Second Class,SS-20140,Saphhira Shifley,Corporate,United States,Warwick,Rhode Island,2886.00,East,OFF-ST-10000798,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,49.96,2.00,0.00%,9.49,19%,1900,1
397,CA-2017-165603,,,Second Class,SS-20140,Saphhira Shifley,Corporate,United States,Warwick,Rhode Island,2886.00,East,OFF-PA-10002552,Office Supplies,Paper,Xerox 1958,12.96,2.00,0.00%,6.22,48%,1900,1
398,CA-2015-122259,,11-04-2015,Standard Class,HP-14815,Harold Pawlan,Home Office,United States,Jackson,Michigan,49201.00,Central,OFF-SU-10002573,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",70.12,4.00,0.00%,21.04,30%,1900,1
399,CA-2016-108987,09-08-2016,09-10-2016,Second Class,AG-10675,Anna Gayman,Consumer,United States,Houston,Texas,77036.00,Central,OFF-ST-10001580,Office Supplies,Storage,Super Decoflex Portable Personal File,35.95,3.00,20.00%,3.60,10%,2016,8
400,CA-2016-108987,09-08-2016,09-10-2016,Second Class,AG-10675,Anna Gayman,Consumer,United States,Houston,Texas,77036.00,Central,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",2396.27,4.00,32.00%,-317.15,-13%,2016,8
401,CA-2016-108987,09-08-2016,09-10-2016,Second Class,AG-10675,Anna Gayman,Consumer,United States,Houston,Texas,77036.00,Central,OFF-ST-10000934,Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System",131.14,4.00,20.00%,-32.78,-25%,2016,8
402,CA-2016-108987,09-08-2016,09-10-2016,Second Class,AG-10675,Anna Gayman,Consumer,United States,Houston,Texas,77036.00,Central,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,57.58,2.00,20.00%,0.72,1%,2016,8
403,CA-2014-113166,,,First Class,LF-17185,Luke Foster,Consumer,United States,Miami,Florida,33180.00,South,OFF-PA-10001947,Office Supplies,Paper,Xerox 1974,9.57,2.00,20.00%,3.47,36%,1900,1
404,CA-2014-155208,,,Standard Class,SP-20650,Stephanie Phelps,Corporate,United States,Wilmington,North Carolina,28403.00,South,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4-Pack",39.07,6.00,20.00%,9.77,25%,1900,1
405,CA-2017-117933,,,Standard Class,RF-19840,Roy Französisch,Consumer,United States,New York City,New York,10024.00,East,OFF-AP-10004249,Office Supplies,Appliances,Staple holder,35.91,3.00,0.00%,9.70,27%,1900,1
406,CA-2017-117457,12-08-2017,12-12-2017,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,94110.00,West,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,179.95,5.00,0.00%,37.79,21%,2017,8
407,CA-2017-117457,12-08-2017,12-12-2017,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,94110.00,West,TEC-CO-10004115,Technology,Copiers,Sharp AL-1530CS Digital Copier,1199.98,3.00,20.00%,434.99,36%,2017,8
408,CA-2017-117457,12-08-2017,12-12-2017,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,94110.00,West,OFF-PA-10003724,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",27.15,5.00,0.00%,13.30,49%,2017,8
409,CA-2017-117457,12-08-2017,12-12-2017,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,94110.00,West,FUR-TA-10002041,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",1004.02,7.00,20.00%,-112.95,-11%,2017,8
410,CA-2017-117457,12-08-2017,12-12-2017,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,94110.00,West,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1-2"" x 4""",9.68,1.00,0.00%,4.65,48%,2017,8
411,CA-2017-117457,12-08-2017,12-12-2017,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,94110.00,West,OFF-LA-10003766,Office Supplies,Labels,Self-Adhesive Removable Labels,28.35,9.00,0.00%,13.61,48%,2017,8
412,CA-2017-117457,12-08-2017,12-12-2017,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,94110.00,West,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,55.98,1.00,0.00%,27.43,49%,2017,8
413,CA-2017-117457,12-08-2017,12-12-2017,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,94110.00,West,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,1336.83,13.00,15.00%,31.45,2%,2017,8
414,CA-2017-117457,12-08-2017,12-12-2017,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,94110.00,West,FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,113.57,2.00,20.00%,-18.45,-16%,2017,8
415,CA-2017-142636,11-03-2017,11-07-2017,Standard Class,KC-16675,Kimberly Carter,Corporate,United States,Seattle,Washington,98105.00,West,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,139.86,7.00,0.00%,65.73,47%,2017,3
416,CA-2017-142636,11-03-2017,11-07-2017,Standard Class,KC-16675,Kimberly Carter,Corporate,United States,Seattle,Washington,98105.00,West,FUR-CH-10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,307.14,4.00,20.00%,26.87,9%,2017,3
417,CA-2017-122105,,,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Huntington Beach,California,92646.00,West,OFF-AR-10004344,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,95.92,8.00,0.00%,25.90,27%,1900,1
418,CA-2016-148796,,,Standard Class,PB-19150,Philip Brown,Consumer,United States,Los Angeles,California,90004.00,West,FUR-CH-10004886,Furniture,Chairs,Bevis Steel Folding Chairs,383.80,5.00,20.00%,38.38,10%,1900,1
419,CA-2017-154816,11-06-2017,11-10-2017,Standard Class,VB-21745,Victoria Brennan,Corporate,United States,Richmond,Kentucky,40475.00,South,OFF-PA-10003845,Office Supplies,Paper,Xerox 1987,5.78,1.00,0.00%,2.83,49%,2017,6
420,CA-2017-110478,03-04-2017,03-09-2017,Standard Class,SP-20860,Sung Pak,Corporate,United States,Los Angeles,California,90045.00,West,OFF-AR-10001573,Office Supplies,Art,American Pencil,9.32,4.00,0.00%,2.70,29%,2017,4
421,CA-2017-110478,03-04-2017,03-09-2017,Standard Class,SP-20860,Sung Pak,Corporate,United States,Los Angeles,California,90045.00,West,OFF-EN-10000483,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",15.25,1.00,0.00%,7.02,46%,2017,4
422,CA-2014-142048,,,First Class,JE-15745,Joel Eaton,Consumer,United States,Louisville,Colorado,80027.00,West,TEC-AC-10004114,Technology,Accessories,KeyTronic 6101 Series - Keyboard - Black,196.75,6.00,20.00%,56.57,29%,1900,1
423,CA-2017-125388,,,Standard Class,MP-17965,Michael Paige,Corporate,United States,Lawrence,Massachusetts,1841.00,East,FUR-FU-10004712,Furniture,Furnishings,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",56.56,4.00,0.00%,14.71,26%,1900,1
424,CA-2017-125388,,,Standard Class,MP-17965,Michael Paige,Corporate,United States,Lawrence,Massachusetts,1841.00,East,OFF-ST-10000918,Office Supplies,Storage,Crate-A-Files,32.70,3.00,0.00%,8.50,26%,1900,1
425,CA-2017-155705,,,Second Class,NF-18385,Natalie Fritzler,Consumer,United States,Jackson,Mississippi,39212.00,South,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,866.40,4.00,0.00%,225.26,26%,1900,1
426,CA-2017-149160,,,Second Class,JM-15265,Janet Molinari,Corporate,United States,Canton,Michigan,48187.00,Central,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,28.40,2.00,0.00%,11.08,39%,1900,1
427,CA-2017-149160,,,Second Class,JM-15265,Janet Molinari,Corporate,United States,Canton,Michigan,48187.00,Central,OFF-BI-10001543,Office Supplies,Binders,GBC VeloBinder Manual Binding System,287.92,8.00,0.00%,138.20,48%,1900,1
428,CA-2014-101476,09-12-2014,,First Class,SD-20485,Shirley Daniels,Home Office,United States,New Rochelle,New York,10801.00,East,TEC-MA-10000029,Technology,Machines,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",69.99,1.00,0.00%,30.10,43%,2014,12
429,CA-2017-152275,10-01-2017,10-08-2017,Standard Class,KH-16630,Ken Heidel,Corporate,United States,San Antonio,Texas,78207.00,Central,OFF-AR-10000369,Office Supplies,Art,Design Ebony Sketching Pencil,6.67,6.00,20.00%,0.50,8%,2017,1
430,US-2016-123750,,,Standard Class,RB-19795,Ross Baird,Home Office,United States,Gastonia,North Carolina,28052.00,South,OFF-BI-10004584,Office Supplies,Binders,GBC ProClick 150 Presentation Binding System,189.59,2.00,70.00%,-145.35,-77%,1900,1
431,US-2016-123750,,,Standard Class,RB-19795,Ross Baird,Home Office,United States,Gastonia,North Carolina,28052.00,South,TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,408.74,7.00,20.00%,76.64,19%,1900,1
432,US-2016-123750,,,Standard Class,RB-19795,Ross Baird,Home Office,United States,Gastonia,North Carolina,28052.00,South,TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,291.96,5.00,20.00%,54.74,19%,1900,1
433,US-2016-123750,,,Standard Class,RB-19795,Ross Baird,Home Office,United States,Gastonia,North Carolina,28052.00,South,OFF-ST-10000617,Office Supplies,Storage,Woodgrain Magazine Files by Perma,4.77,2.00,20.00%,-0.77,-16%,1900,1
434,CA-2016-127369,06-06-2016,06-07-2016,First Class,DB-13060,Dave Brooks,Consumer,United States,Lowell,Massachusetts,1852.00,East,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,714.30,5.00,0.00%,207.15,29%,2016,6
435,US-2014-150574,,,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,Jacksonville,Florida,32216.00,South,OFF-BI-10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers,4.81,2.00,70.00%,-3.69,-77%,1900,1
436,US-2014-150574,,,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,Jacksonville,Florida,32216.00,South,TEC-AC-10002600,Technology,Accessories,Belkin QODE FastFit Bluetooth Keyboard,247.80,5.00,20.00%,-18.59,-8%,1900,1
437,CA-2016-147375,06-12-2016,,Second Class,PO-19180,Philisse Overcash,Home Office,United States,Chicago,Illinois,60623.00,Central,TEC-MA-10002937,Technology,Machines,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",1007.98,3.00,30.00%,43.20,4%,2016,12
438,CA-2016-147375,06-12-2016,,Second Class,PO-19180,Philisse Overcash,Home Office,United States,Chicago,Illinois,60623.00,Central,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,313.49,7.00,20.00%,113.64,36%,2016,12
439,CA-2017-130043,,,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Houston,Texas,77070.00,Central,OFF-PA-10002230,Office Supplies,Paper,Xerox 1897,31.87,8.00,20.00%,11.55,36%,1900,1
440,CA-2017-157252,,,Second Class,CV-12805,Cynthia Voltz,Corporate,United States,New York City,New York,10024.00,East,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,207.85,3.00,10.00%,2.31,1%,1900,1
441,CA-2016-115756,09-05-2016,09-07-2016,Second Class,PK-19075,Pete Kriz,Consumer,United States,Detroit,Michigan,48227.00,Central,FUR-FU-10000246,Furniture,Furnishings,Aluminum Document Frame,12.22,1.00,0.00%,3.67,30%,2016,5
442,CA-2016-115756,09-05-2016,09-07-2016,Second Class,PK-19075,Pete Kriz,Consumer,United States,Detroit,Michigan,48227.00,Central,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File-Stacking System,194.94,3.00,0.00%,23.39,12%,2016,5
443,CA-2016-115756,09-05-2016,09-07-2016,Second Class,PK-19075,Pete Kriz,Consumer,United States,Detroit,Michigan,48227.00,Central,OFF-ST-10003058,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,70.95,3.00,0.00%,20.58,29%,2016,5
444,CA-2016-115756,09-05-2016,09-07-2016,Second Class,PK-19075,Pete Kriz,Consumer,United States,Detroit,Michigan,48227.00,Central,OFF-PA-10002222,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",91.36,4.00,0.00%,42.03,46%,2016,5
445,CA-2016-115756,09-05-2016,09-07-2016,Second Class,PK-19075,Pete Kriz,Consumer,United States,Detroit,Michigan,48227.00,Central,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,242.94,3.00,0.00%,29.15,12%,2016,5
446,CA-2016-115756,09-05-2016,09-07-2016,Second Class,PK-19075,Pete Kriz,Consumer,United States,Detroit,Michigan,48227.00,Central,OFF-LA-10001317,Office Supplies,Labels,Avery 520,22.05,7.00,0.00%,10.58,48%,2016,5
447,CA-2017-154214,,,Second Class,TB-21595,Troy Blackwell,Consumer,United States,Columbus,Indiana,47201.00,Central,FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",2.91,1.00,0.00%,1.37,47%,1900,1
448,CA-2016-166674,04-01-2016,04-03-2016,Second Class,RB-19360,Raymond Buch,Consumer,United States,Auburn,New York,13021.00,East,OFF-AR-10000588,Office Supplies,Art,Newell 345,59.52,3.00,0.00%,15.48,26%,2016,1
449,CA-2016-166674,04-01-2016,04-03-2016,Second Class,RB-19360,Raymond Buch,Consumer,United States,Auburn,New York,13021.00,East,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor-Drawer,161.94,3.00,0.00%,9.72,6%,2016,1
450,CA-2016-166674,04-01-2016,04-03-2016,Second Class,RB-19360,Raymond Buch,Consumer,United States,Auburn,New York,13021.00,East,OFF-AR-10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,263.88,6.00,0.00%,71.25,27%,2016,1
451,CA-2016-166674,04-01-2016,04-03-2016,Second Class,RB-19360,Raymond Buch,Consumer,United States,Auburn,New York,13021.00,East,OFF-AR-10003156,Office Supplies,Art,50 Colored Long Pencils,30.48,3.00,0.00%,7.92,26%,2016,1
452,CA-2016-166674,04-01-2016,04-03-2016,Second Class,RB-19360,Raymond Buch,Consumer,United States,Auburn,New York,13021.00,East,OFF-AR-10004974,Office Supplies,Art,Newell 342,9.84,3.00,0.00%,2.85,29%,2016,1
453,CA-2016-166674,04-01-2016,04-03-2016,Second Class,RB-19360,Raymond Buch,Consumer,United States,Auburn,New York,13021.00,East,TEC-PH-10002365,Technology,Phones,Belkin Grip Candy Sheer Case - Cover for iPhone 5 and 5S,35.12,4.00,0.00%,9.13,26%,2016,1
454,CA-2017-147277,,,Standard Class,EB-13705,Ed Braxton,Corporate,United States,Akron,Ohio,44312.00,East,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,284.36,2.00,40.00%,-75.83,-27%,1900,1
455,CA-2017-147277,,,Standard Class,EB-13705,Ed Braxton,Corporate,United States,Akron,Ohio,44312.00,East,OFF-ST-10000142,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,665.41,2.00,20.00%,66.54,10%,1900,1
456,CA-2016-100153,,,Standard Class,KH-16630,Ken Heidel,Corporate,United States,Norman,Oklahoma,73071.00,Central,TEC-AC-10001772,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,63.88,4.00,0.00%,24.91,39%,1900,1
457,US-2014-110674,02-12-2014,,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,Concord,California,94521.00,West,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",129.57,2.00,20.00%,-24.29,-19%,2014,12
458,US-2016-157945,,10-01-2016,Standard Class,NF-18385,Natalie Fritzler,Consumer,United States,Decatur,Illinois,62521.00,Central,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,747.56,3.00,30.00%,-96.11,-13%,1900,1
459,US-2016-157945,,10-01-2016,Standard Class,NF-18385,Natalie Fritzler,Consumer,United States,Decatur,Illinois,62521.00,Central,OFF-EN-10001415,Office Supplies,Envelopes,Staple envelope,8.93,2.00,20.00%,3.35,38%,1900,1
460,CA-2015-109638,,,Standard Class,JH-15985,Joseph Holt,Consumer,United States,Seattle,Washington,98115.00,West,OFF-AP-10002472,Office Supplies,Appliances,3M Office Air Cleaner,103.92,4.00,0.00%,36.37,35%,1900,1
461,CA-2015-109638,,,Standard Class,JH-15985,Joseph Holt,Consumer,United States,Seattle,Washington,98115.00,West,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,899.91,9.00,0.00%,377.96,42%,1900,1
462,CA-2015-109638,,,Standard Class,JH-15985,Joseph Holt,Consumer,United States,Seattle,Washington,98115.00,West,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w-DublLock,51.31,3.00,20.00%,18.60,36%,1900,1
463,CA-2016-109869,,,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona,85023.00,West,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,23.56,5.00,20.00%,7.07,30%,1900,1
464,CA-2016-109869,,,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona,85023.00,West,FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,1272.63,6.00,50.00%,-814.48,-64%,1900,1
465,CA-2016-109869,,,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona,85023.00,West,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,28.49,5.00,70.00%,-20.89,-73%,1900,1
466,CA-2016-109869,,,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona,85023.00,West,OFF-SU-10003505,Office Supplies,Supplies,Premier Electric Letter Opener,185.38,2.00,20.00%,-34.76,-19%,1900,1
467,CA-2016-109869,,,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona,85023.00,West,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",78.27,2.00,20.00%,5.87,8%,1900,1
468,US-2015-101399,,,Standard Class,JS-15940,Joni Sundaresam,Home Office,United States,Park Ridge,Illinois,60068.00,Central,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,254.74,7.00,60.00%,-312.06,-123%,1900,1
469,CA-2017-154907,,04-04-2017,Standard Class,DS-13180,David Smith,Corporate,United States,Amarillo,Texas,79109.00,Central,FUR-BO-10002824,Furniture,Bookcases,Bush Mission Pointe Library,205.33,2.00,32.00%,-36.24,-18%,1900,1
470,US-2016-100419,,,Second Class,CC-12670,Craig Carreira,Consumer,United States,Chicago,Illinois,60610.00,Central,OFF-BI-10002194,Office Supplies,Binders,Cardinal Hold-It CD Pocket,4.79,3.00,80.00%,-7.90,-165%,1900,1
471,CA-2015-154144,,,Standard Class,MH-17785,Maya Herman,Corporate,United States,Lindenhurst,New York,11757.00,East,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts-Box",55.48,1.00,0.00%,26.63,48%,1900,1
472,CA-2014-144666,11-09-2014,11-11-2014,Second Class,JP-15520,Jeremy Pistek,Consumer,United States,San Francisco,California,94110.00,West,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,340.92,3.00,0.00%,3.41,1%,2014,9
473,CA-2014-144666,11-09-2014,11-11-2014,Second Class,JP-15520,Jeremy Pistek,Consumer,United States,San Francisco,California,94110.00,West,FUR-BO-10001601,Furniture,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish",222.67,2.00,15.00%,10.48,5%,2014,9
474,CA-2014-144666,11-09-2014,11-11-2014,Second Class,JP-15520,Jeremy Pistek,Consumer,United States,San Francisco,California,94110.00,West,TEC-PH-10002680,Technology,Phones,Samsung Galaxy Note 3,703.97,4.00,20.00%,88.00,13%,2014,9
